idx,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq35,bq36,bq37,bq38,bq39_1,bq39_2,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,major
1867,4,4,3,3,3,3,4,3,3,3,4,4,4,3,4,5,3,3,4,4,4,3,3,3,4,5,3,3,4,4,1,0,1,0,1,0,4,4,1,0,2,2,1,0,2,3,2,2,2,2,4,5,3,3,3,3,2,2,1,0,3,3,1,0,2,2,2,2,3,3,2,2,2,2,2,3,2,2,1,0,2,3,16,5,3,1,1,1,5,5,4,4,3,4,4,4,3,3,4,4,4,2,2,4,2,3,2,3,1,2,2,2,3,4,3,2,2,2,4,30,2,2,2,2,2,2,2,2,4,4,3,4,2,4,1,54,5,1,1,1,5000,0,2500,212101,교원자격증 전문성 향상을 위한 연수 인구 감소 교사 수업 교재 엑셀 파워포인트 없다 학원강사,교육학
1868,5,6,4,6,5,6,3,5,4,6,4,6,4,5,3,4,3,5,4,6,3,4,3,5,3,5,3,4,4,5,3,4,2,3,2,3,3,5,2,3,3,3,1,0,1,0,3,5,3,5,4,5,4,5,3,5,3,4,4,6,3,5,3,4,4,5,3,5,3,4,3,4,4,5,4,5,2,3,1,0,3,5,18,1,2,2,1,3,5,5,4,3,3,3,5,3,4,4,4,4,5,4,4,2,4,4,4,2,3,4,4,4,2,2,4,4,2,3,3,10,2,1,1,2,2,2,2,2,4,4,4,4,3,2,2,28,4,1,1,1,3000,0,2500,416104,광고제작 실무훈련 영상효과훈련 소비 계층 브랜드 이미지 높이 방송 매체 증가 광고 채널 증가 증가 없다 영상 프로그램 포토샵 엑셀 파워포인트 없다 없다 없다,비서행정학
1869,4,5,4,6,4,5,3,4,3,4,3,4,4,5,4,5,4,5,4,5,4,6,3,4,4,5,4,6,4,5,4,5,3,4,3,4,4,5,4,5,3,4,3,4,4,5,4,5,4,5,4,5,4,5,3,4,3,4,4,5,4,5,4,5,4,5,4,6,4,5,4,5,4,5,4,5,4,6,4,5,4,5,6,1,2,1,2,0,4,5,4,4,4,4,4,3,3,3,4,4,4,4,3,2,5,4,3,2,3,4,4,4,2,2,4,3,2,3,2,45,1,1,1,1,1,1,1,1,4,4,4,4,4,3,2,33,3,1,1,1,3000,0,2450,415301,시각디자인산업기사 구가 증가 건축 경기 변동 없다 플루토 없다 없다 없다,실내디자인
1870,4,5,4,4,3,4,3,5,3,5,4,4,3,5,1,0,1,0,2,3,2,3,3,5,3,4,3,4,3,4,3,4,3,3,3,4,3,5,3,5,3,4,3,4,3,5,3,5,3,4,3,4,3,4,3,5,3,4,3,4,3,4,3,4,2,3,3,5,3,5,3,4,3,4,3,3,3,4,2,5,3,3,6,1,2,1,1,2,3,5,4,3,3,5,4,3,4,4,4,4,4,4,4,2,3,3,2,2,3,2,3,3,2,2,3,2,3,2,5,30,1,1,1,1,1,2,2,2,3,4,3,2,2,3,1,38,4,1,1,1,3700,0,2880,140207,건축시공기술사 건축법규 안전교육 건설 경기 위축 없다 없다 없다 없다,건축학
1871,4,6,5,6,4,6,2,3,2,3,3,4,4,5,3,5,3,5,3,3,2,2,3,4,4,5,4,5,4,6,1,0,1,0,1,0,3,5,1,0,1,0,1,0,1,0,2,4,3,4,3,4,3,4,4,6,2,4,3,4,2,3,1,0,4,5,3,4,4,5,4,5,4,5,4,5,3,5,1,0,3,4,11,1,2,1,1,5,6,6,4,4,3,4,5,3,4,4,4,5,4,3,3,1,4,3,4,3,3,4,4,5,2,3,4,4,2,3,6,0,2,2,2,2,2,2,2,2,4,3,4,4,3,3,1,35,5,1,1,1,7000,0,4000,31101,투자자산운용사 금융분석업무 자산 관리 중요도 없다 통계 프로그램 워드 엑셀 없다 없다 없다,금융학
1872,4,5,4,4,3,4,1,0,4,5,2,3,4,6,4,6,4,6,4,6,3,5,4,6,4,6,4,6,4,6,4,5,1,0,1,0,5,7,1,0,1,0,1,0,1,0,4,6,4,6,3,4,3,4,3,4,4,5,4,5,3,4,3,4,2,3,3,4,3,3,2,2,2,2,2,3,1,0,1,0,1,0,14,1,2,2,2,0,2,3,4,3,3,5,4,4,3,3,3,3,3,3,3,2,3,3,4,2,4,4,3,3,3,3,3,4,2,3,1,5,2,1,1,2,2,2,2,2,4,4,4,4,3,3,1,32,4,1,1,1,3500,0,3000,24404,국제 회의 컨벤션 개최 증가 없다 파워포인트 엑셀 프로그램 없다 없다 없다,경영학
1873,4,4,4,5,4,5,3,3,4,3,2,3,3,5,2,3,2,4,3,2,2,3,4,5,2,3,2,2,2,3,4,3,4,5,4,5,4,4,3,4,4,4,4,5,4,5,2,3,4,3,3,4,3,5,4,5,2,2,4,5,4,5,3,5,3,3,3,3,4,4,2,2,3,3,3,3,3,3,2,3,2,3,7,1,2,2,1,3,3,4,4,3,3,3,3,2,2,3,3,4,3,4,3,4,2,2,4,3,4,3,4,3,4,3,4,2,3,3,4,10,2,1,1,1,2,2,2,2,4,4,4,4,3,4,1,45,3,1,1,1,3500,0,2000,612101,고객응대방법 경기 영업사원 노트북 카달 로그,기계
1874,3,3,2,1,2,3,2,3,2,2,2,3,2,2,2,2,2,3,3,3,2,3,2,3,4,5,2,3,4,4,2,2,2,1,3,2,3,3,2,2,1,0,1,0,1,0,3,3,3,3,2,2,3,2,3,4,3,3,2,2,2,1,2,2,2,2,2,2,4,4,2,2,4,5,2,2,2,2,1,0,2,2,18,3,4,1,2,0,2,5,4,4,4,4,5,4,5,5,5,5,5,4,5,2,4,4,3,2,1,2,2,2,1,2,2,3,2,3,4,10,1,1,1,1,1,2,2,2,3,4,4,4,4,4,1,33,4,1,1,1,2900,0,2800,420402,생활스포츠지도사 침체 업체 의욕 저하 없다 운동 기구 컴퓨터 없다 없다 없다,체육학
1875,5,5,3,4,3,5,4,6,4,5,4,5,4,6,4,5,4,5,5,6,4,6,4,5,5,5,5,5,5,7,2,3,2,3,2,2,5,5,2,3,1,0,1,0,1,0,3,3,3,5,5,5,3,3,4,5,3,4,4,5,5,6,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,2,5,4,3,1,4,2,1,2,6,5,4,3,3,5,4,3,2,3,1,5,3,3,3,4,3,2,5,3,4,4,2,3,2,4,4,3,4,3,2,40,2,1,2,2,1,1,2,1,5,5,4,4,3,4,1,36,5,1,1,1,4400,0,3000,28401,제품별 모델 BOM숙지 생산절차 시스템 이해 자재 수급 절차 납기 관리 제조업 일반 기업 전반 관리직 향후 추세 유지 없다 생산 관리 엑셀 동일 모름 없다,산업공학
1876,4,5,5,7,5,7,3,6,4,5,3,4,3,7,5,6,5,7,3,5,5,7,5,7,4,6,3,3,4,5,3,3,1,0,5,7,4,7,4,6,5,5,5,5,5,6,5,7,5,6,2,4,1,0,2,1,1,0,1,0,1,0,1,0,5,7,4,5,5,7,4,4,4,4,2,2,1,0,1,0,1,0,13,1,2,1,1,4,3,5,4,4,4,2,3,2,3,2,2,3,3,3,4,3,3,3,4,2,4,3,1,2,3,2,2,3,4,5,3,100,1,1,1,2,2,2,2,1,5,5,4,4,2,3,1,32,4,1,1,1,4000,0,3100,155305,소음진동기술자 장비사용 관리 점검 연구 계속 관심 분야 유지 없다 컴퓨터 없다 없다 없다,환경
1877,4,5,4,5,3,5,4,5,4,5,4,5,3,5,4,4,3,5,4,5,3,5,4,5,3,4,3,5,3,5,4,5,3,4,4,5,4,4,3,4,3,3,4,5,3,4,3,4,4,4,3,3,3,3,4,5,3,5,4,4,3,5,3,5,4,4,4,5,4,4,4,5,4,4,3,5,3,5,2,2,3,4,1,4,1,2,2,0,7,2,4,4,4,3,3,4,2,3,4,4,4,4,4,4,4,4,3,2,3,4,4,3,3,4,3,3,3,4,4,30,2,2,2,2,2,2,2,2,4,3,3,4,2,2,1,45,2,2,6,0,0,6000,0,902101,수요 때문 없다 우유곽 제품 기계 사무원 목장 운영 목장 체험 학습장,농업
1878,4,4,4,4,3,3,1,0,1,0,1,0,4,4,4,6,4,7,4,4,3,3,3,3,1,0,1,0,1,0,4,4,3,3,1,0,4,4,1,0,1,0,1,0,1,0,3,3,4,4,4,4,1,0,4,4,1,0,1,0,1,0,1,0,5,6,4,7,1,0,5,5,4,4,3,3,3,3,1,0,1,0,3,1,2,2,2,0,6,6,4,3,4,4,3,3,4,4,3,4,4,3,2,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,2,20,1,1,1,1,1,2,2,2,4,3,3,3,3,4,2,33,5,1,1,1,4300,0,3300,121101,경쟁 직업 없다 컴퓨터 없다 없다 없다,물리과학
1879,3,4,4,4,3,4,3,4,2,4,2,5,2,3,4,5,3,5,3,4,4,3,2,2,3,3,2,2,3,4,4,3,4,5,2,3,3,4,3,3,3,3,4,4,3,3,3,5,2,4,3,3,2,2,4,4,3,3,3,3,3,3,1,0,2,2,2,3,2,2,3,3,2,2,3,3,1,0,1,0,2,2,10,1,4,2,1,3,7,2,3,2,2,3,3,3,3,3,3,4,3,3,4,3,3,3,4,2,3,2,4,2,2,2,3,3,2,2,3,20,1,1,1,2,1,2,1,1,4,3,3,3,2,4,1,34,4,1,1,1,3400,0,2400,842201,통신에 관한 전반적인 지식 생활 업종 이기 때문 없다 작업 공구 니퍼 탈피 압착기 유통업 없다 없다,동물소재공학
1880,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,2,2,2,2,4,4,2,2,4,4,1,0,3,4,1,0,1,0,1,0,3,4,2,2,3,4,2,2,1,0,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,15,2,4,1,2,0,2,2,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,3,3,1,0,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,46,2,1,1,1,2900,0,2200,622901,운전면허증 요도 한정 기사 자동차 없다 없다 없다,이
1881,4,4,4,4,3,4,2,3,3,4,4,4,3,3,4,5,4,5,4,4,3,4,4,4,5,5,3,4,4,5,3,3,2,3,2,2,4,4,2,2,1,0,1,0,2,2,2,2,3,4,5,6,4,5,4,5,4,5,3,5,4,4,3,3,5,5,5,6,5,6,5,6,4,5,4,4,4,4,2,2,2,2,15,2,3,2,1,4,3,5,4,3,3,4,4,4,4,4,5,5,4,4,4,1,5,4,4,3,3,3,3,2,3,2,3,2,4,2,4,50,1,1,1,2,1,1,2,2,4,4,4,4,3,3,1,35,4,1,1,1,4000,0,2400,250201,병력운용 국방동원정보체계교육 장비 과학 군인 한글 오피스 사관생도 군무원 없다,육군사관학
1882,3,3,3,4,4,3,4,3,2,3,4,5,3,3,4,3,3,3,3,4,3,5,4,4,3,6,2,3,3,5,1,0,1,0,1,0,4,3,1,0,2,3,2,4,3,5,2,4,2,3,3,6,3,5,4,4,3,5,1,0,4,4,2,3,3,4,3,5,4,4,3,6,3,3,3,3,3,3,1,0,3,5,3,1,2,2,1,4,5,4,4,5,4,3,3,4,5,2,3,3,3,2,2,2,4,4,4,3,2,2,2,2,4,2,2,2,4,3,6,20,2,2,1,2,2,2,2,2,4,4,3,4,2,2,1,46,4,1,1,1,5500,0,3000,16301,안전교육 제조업 경기 계속 없음 컴퓨터 엑셀 생산관리사무원 모름 없음,기계공학
1883,4,5,3,4,4,5,4,5,4,5,3,4,3,4,3,4,3,4,4,6,1,0,2,3,4,5,5,6,5,6,3,4,3,4,2,2,2,2,5,6,1,0,1,0,1,0,1,0,1,0,3,4,3,2,4,6,3,4,5,6,3,4,5,6,2,2,3,4,1,0,3,4,1,0,3,4,1,0,1,0,1,0,7,1,2,1,2,0,7,2,2,1,1,3,3,3,3,3,3,4,3,2,2,3,2,1,2,2,2,2,5,5,3,4,5,2,3,2,3,30,2,2,2,2,2,2,2,2,2,4,3,3,2,3,1,53,4,1,1,1,6000,0,2400,612301,운전면허증 인터넷 쇼핑몰 차도 선택 콘텐츠 굳이 영업 필요 없다 노트북 계산기 명함 없다 없다 없다,물리학
1884,3,4,3,5,4,5,4,5,4,5,5,6,2,3,2,3,2,3,4,5,5,7,4,5,4,5,4,5,5,6,2,4,2,2,1,0,4,5,1,0,1,0,1,0,1,0,5,6,5,6,5,6,3,4,5,7,5,6,5,6,5,6,4,5,5,5,5,6,4,5,4,5,4,5,4,5,4,5,1,0,3,4,16,5,3,1,2,0,5,5,5,5,5,5,5,4,3,3,3,3,3,2,1,2,4,4,5,3,5,3,2,5,2,3,4,1,2,3,6,40,2,2,2,2,2,2,2,2,4,4,4,4,3,2,2,48,5,1,1,1,5000,0,3000,212101,2급정교사자격증 1급정교사자격증 학생 감소 선생님 교사 업무 포털 없다 미술학원 없다,미술
1885,5,6,5,6,5,7,3,4,4,5,5,7,5,7,4,6,5,7,4,5,2,4,5,6,3,6,4,6,3,4,2,2,1,0,3,3,3,6,2,4,4,6,1,0,1,0,3,4,5,7,4,6,5,7,4,6,2,4,5,6,5,7,2,3,4,5,4,3,5,7,4,5,4,6,5,7,3,6,3,3,4,6,19,1,3,2,1,4,6,5,4,4,3,4,4,2,2,0,4,4,3,4,4,2,4,3,4,3,4,2,4,4,2,2,4,3,2,3,6,20,2,2,2,2,2,2,2,2,4,3,4,4,3,2,1,41,5,1,3,2,4200,0,2800,110201,회의기획능력 박사 증가 업체 증가 없다 설문 자료 분석 통계 프로그램 없다 없다 없다,정치학
1886,4,6,3,5,4,5,1,0,3,4,4,6,4,5,3,5,3,4,3,5,3,5,4,6,4,6,4,6,4,5,5,7,1,0,2,3,1,0,2,4,2,3,1,0,1,0,3,5,4,5,4,5,4,6,4,5,4,6,3,5,4,6,3,6,3,6,3,4,2,3,2,4,3,4,3,4,2,3,2,2,2,3,18,3,6,2,2,0,6,2,4,4,4,5,5,3,1,1,1,3,1,4,4,2,3,3,1,1,4,5,5,5,4,5,5,4,2,5,2,20,2,2,2,2,2,2,2,2,1,1,3,3,4,2,2,32,4,1,1,1,3000,0,2000,416203,문화생활 대한 사람 관심 뮤지컬배우 공연 대본 없다 연기지도 선생님 없다,연영과
1887,2,3,4,4,4,6,3,4,4,5,3,4,4,5,3,4,3,4,3,4,4,4,3,3,3,2,2,2,2,2,4,6,4,6,5,7,4,4,4,6,4,4,4,5,3,3,3,4,4,4,4,5,4,4,3,4,3,4,3,4,4,3,3,4,3,3,4,3,3,3,3,2,3,2,3,3,3,4,1,0,2,2,15,2,6,2,1,5,3,5,5,4,4,3,4,2,3,3,3,3,3,4,5,2,4,4,2,3,4,4,2,4,3,3,3,4,2,3,6,20,2,2,2,2,2,2,2,2,4,3,4,3,3,4,1,36,4,1,1,1,4000,0,2500,240201,전문 화재 진압 소방시설 검사 소방 서비스 수요 증가 소방수 소방 호스 단기 공기 호흡기 건설업 없다 없다,토목
1888,3,5,2,3,3,3,5,6,3,5,3,4,2,3,1,0,2,3,2,3,4,5,3,4,2,3,3,3,3,4,4,5,5,5,5,6,1,0,5,6,5,7,4,6,4,6,2,3,2,4,2,3,2,3,3,5,2,3,3,4,2,3,3,4,1,0,3,4,2,3,1,0,2,3,3,4,1,0,3,4,2,3,19,1,1,1,2,0,1,3,3,2,2,4,3,3,3,2,3,3,3,3,2,4,2,3,4,3,4,5,4,3,4,2,3,2,3,1,4,80,1,2,1,1,2,2,2,2,2,3,3,4,2,2,1,32,3,1,1,1,3000,0,2300,811901,농기계 정비기능사 농업 분야 기계화 없다 드라이버 스패너 없다 없다 없다,자동차정비
1889,4,5,3,4,3,4,1,0,3,4,2,2,2,3,3,4,3,4,3,4,2,3,4,6,4,5,3,5,4,6,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,3,5,2,3,3,4,3,3,4,5,3,3,3,3,3,3,4,6,1,0,1,0,5,7,1,0,5,7,4,6,3,4,1,0,1,0,16,5,6,1,1,6,6,6,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,4,3,4,3,3,2,2,2,2,3,1,3,1,0,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,53,5,1,1,1,7000,0,5300,211101,학위 전공관련 교육 변동 교수 전임강사 없다 없다,식품영양학
1890,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,2,1,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,3,1,3,2,2,0,1,1,2,2,1,4,2,3,3,0,0,4,3,2,1,3,2,2,2,2,3,3,2,2,3,2,2,3,2,3,6,20,2,2,2,2,2,2,2,2,3,3,3,2,1,3,2,31,2,1,1,1,1200,0,1100,885902,기계로 대체 때문 없다 포장 비닐 상품 없다 생산직 없다,문
1891,3,3,2,1,2,2,1,0,1,0,2,2,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,3,3,3,3,3,3,1,0,3,3,1,0,1,0,1,0,1,0,3,2,1,0,1,0,1,0,3,3,1,0,3,3,3,2,3,2,3,2,3,3,1,0,1,0,2,3,1,0,1,0,1,0,1,0,7,1,2,2,2,0,1,2,4,3,2,3,3,3,4,3,4,4,4,4,3,3,3,3,3,2,3,2,2,3,2,2,2,3,2,3,1,15,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,42,2,1,1,1,1700,0,1500,617901,계속 일자리 없다 제품 박스 카트 주부 없다 없다,실업
1892,4,6,3,4,4,6,4,5,4,4,2,3,4,6,4,6,3,4,2,3,3,5,4,6,3,4,2,3,3,5,2,3,2,3,3,4,4,6,3,4,3,5,3,5,2,2,2,3,4,6,3,4,2,3,2,6,2,3,2,3,2,4,2,4,3,4,3,5,3,4,4,5,4,6,2,3,3,4,3,3,3,4,3,1,3,2,2,0,4,2,3,3,2,4,4,4,4,4,3,3,3,4,4,3,3,2,3,2,3,3,3,3,3,2,2,3,2,3,4,20,2,2,2,2,2,2,2,2,4,4,3,3,3,3,1,42,4,1,1,1,3500,0,2300,153103,필요 때문 선생님 컴퓨터 없다 없다 없다,전자공학
1893,4,5,5,7,3,4,5,7,4,6,3,4,1,0,3,3,1,0,1,0,2,2,3,3,1,0,2,1,3,3,2,2,2,2,4,5,2,2,4,5,3,4,4,5,3,4,4,5,3,3,4,6,1,0,2,2,4,5,2,4,3,3,4,4,2,2,2,2,3,4,4,5,2,2,4,4,1,0,1,0,2,2,8,1,2,1,1,4,5,2,2,1,2,3,2,2,3,3,4,3,3,3,2,3,3,2,3,4,3,4,4,3,2,3,3,3,2,3,2,30,2,2,1,1,1,1,1,1,3,4,3,3,3,3,1,50,2,1,1,1,5800,0,3000,621203,3급기관사 해기사 선박안전관리교육 해기사교육 여객 화물 수송 증가 기관장님 스패너 드라이버 몽키 벤치 없다 기계수리업 없다,어선운항관리
1894,3,4,3,3,1,0,3,3,2,4,1,0,2,2,1,0,1,0,1,0,1,0,2,1,2,2,1,0,2,3,2,2,3,4,4,5,1,0,5,4,2,2,4,5,1,0,2,2,1,0,2,2,2,2,2,2,2,2,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,4,1,1,2,0,2,2,3,2,2,3,3,2,2,0,0,4,3,3,2,3,3,3,3,3,3,4,2,2,3,3,3,2,2,3,1,0,2,2,2,2,2,2,2,2,4,4,2,2,3,2,1,46,2,2,6,0,0,5000,0,622304,1종대형면허 송료 인하 기계화 덤프기사 대형 트럭 자영업 화물운송회사 없다,전자
1895,4,5,4,4,4,4,2,3,2,4,4,5,4,4,4,5,3,4,4,5,4,6,4,6,4,4,4,4,4,4,2,3,2,3,3,4,3,4,3,3,3,3,2,2,3,3,4,5,4,5,4,5,3,4,4,5,5,6,4,5,3,4,4,5,4,4,4,5,4,5,4,5,4,4,4,5,4,5,3,5,4,4,17,1,2,1,1,2,5,5,3,3,3,4,3,3,4,3,4,4,4,4,4,3,3,3,3,3,2,3,3,3,2,3,3,2,4,2,2,50,1,2,1,2,2,2,2,2,4,4,4,4,4,3,2,44,6,1,1,1,21000,0,15000,301103,의사자격 성형외과 전문의 인턴 레지던트 정교한 수술능력 환자관리능력 기계화 대체 가능 포화상태 감소 없다 극초단파 치료 간성 치료 초음파 치료 수수 도구 약품 없다 없다 없다,성형외과
1896,3,4,3,3,2,3,2,3,3,4,3,4,1,0,1,0,1,0,2,2,3,4,3,4,1,0,1,0,2,2,1,0,1,0,3,3,2,3,3,4,2,3,3,3,2,3,1,0,1,0,2,2,1,0,3,3,1,0,1,0,2,2,1,0,1,0,4,7,4,5,1,0,2,2,1,0,1,0,1,0,1,0,8,1,6,1,1,6,7,5,4,4,3,4,4,4,4,0,4,4,4,4,3,2,4,4,4,3,3,3,3,2,2,2,2,3,2,3,6,10,1,1,1,2,2,2,2,2,4,4,4,4,4,4,1,29,4,1,1,1,5000,0,4000,812101,항공기 정비사 고장부위 분해 수리오는 부품교체의 필요성 판단 작동상태 평가훈련교육 정비 관련 현상 유지 정비사님 정밀 공구 공구 렌치 스캐러 드라이버 없다 없다 없다,정비질통신학
1897,3,4,2,3,3,4,4,5,3,4,2,3,3,4,2,4,3,4,2,3,3,4,3,3,3,4,2,4,2,4,3,4,3,4,4,5,2,3,3,4,4,5,4,5,3,4,3,4,3,5,3,5,2,3,3,4,2,4,3,4,3,4,3,4,3,5,3,5,2,3,3,4,2,3,3,5,3,5,2,3,3,4,3,1,4,1,1,5,4,5,3,3,2,4,4,3,2,2,3,5,3,3,3,2,3,3,4,3,4,4,3,3,3,4,3,2,3,2,4,30,2,2,2,1,2,1,1,2,3,4,3,3,2,3,1,34,3,1,1,1,3000,0,2700,834001,전기기능사 시설관리 컴퓨터 문명 발달 없다 전동 공구 선반 영업직,기계
1898,5,5,4,5,3,4,5,5,4,4,4,5,4,6,4,4,2,4,3,4,4,5,3,3,4,3,3,6,4,4,4,4,2,1,2,2,5,4,1,0,3,4,3,2,2,1,2,2,5,5,4,5,4,3,4,6,3,3,3,4,4,5,5,6,3,5,3,4,4,6,5,5,4,4,4,5,3,4,2,4,4,4,7,1,1,1,1,3,3,4,3,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,2,2,4,3,4,4,20,1,1,1,2,2,2,1,1,3,4,3,4,3,4,1,36,3,1,1,1,4000,0,3000,306902,열관리 환자의 상태 파악 인구 노령화 없다 고객 관리 프로그램 보청기 없다 없다 없다,기계설비학
1899,5,7,5,7,5,7,1,0,3,4,5,7,5,7,5,7,5,7,3,4,1,0,4,6,1,0,4,5,5,7,1,0,1,0,1,0,5,7,1,0,1,0,2,2,1,0,4,6,5,7,3,5,4,5,5,7,4,6,4,6,5,7,4,6,4,6,4,6,5,7,4,5,3,5,5,7,4,6,5,7,5,7,13,1,1,1,2,0,6,5,5,5,5,4,4,5,5,4,4,5,5,4,4,4,5,4,4,2,5,5,5,4,4,5,5,4,3,5,6,10,2,1,2,1,2,1,1,1,4,4,4,4,4,1,2,47,4,2,5,0,0,7000,0,221301,법무사자격증 사건 사고 없다 컴퓨터 볼펜 없다 없다,법학
1900,3,3,3,3,3,3,2,1,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,2,3,2,3,1,3,3,3,2,2,2,2,2,1,0,2,1,2,1,2,1,2,2,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,18,1,2,2,1,3,6,2,5,2,2,5,4,2,2,3,5,4,3,4,3,3,3,2,3,3,3,5,5,5,2,2,4,4,3,3,6,30,2,2,2,2,2,2,2,2,4,4,5,3,3,2,1,38,4,1,3,2,3000,0,1800,416203,체력 발성연습 장소 공연 수가 없다 무대 의상 대본 분장 도구 없다 없다 없다,성악
1901,2,2,3,2,4,3,3,1,1,0,1,0,1,0,1,0,2,2,2,2,5,6,3,5,3,4,3,3,3,3,5,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,4,3,3,3,3,3,3,3,3,4,5,1,0,1,0,5,6,5,6,4,5,5,5,5,5,1,0,1,0,1,0,18,5,1,2,2,0,6,5,3,3,3,4,4,4,2,0,0,0,3,3,3,2,4,4,5,2,5,3,3,4,4,4,4,2,4,2,4,20,1,2,2,2,2,2,1,2,4,4,4,3,4,2,1,43,5,2,6,0,0,3600,0,9999999,출산율 감소 없다 가면 도복 없다 연출 안무가 없다,무용학
1902,3,5,4,5,3,5,4,5,3,5,4,4,3,4,3,5,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,5,4,6,4,6,2,3,4,5,4,6,4,5,4,6,4,5,4,5,4,5,4,5,3,4,3,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,6,4,5,3,4,3,4,13,3,4,1,1,4,7,5,4,2,2,4,4,2,1,2,3,2,2,2,2,2,4,3,3,3,4,3,3,3,2,3,3,2,3,2,2,50,2,2,1,2,1,2,1,2,3,4,4,4,3,3,1,47,4,1,1,1,5000,0,3000,416501,무선설비기사 방송통신기사 음향장비 이해 무선공학교육 통신이론 안테나이론 자동화 시스템 구축 방송엔지니어 기술감독 오디 믹서 송신기 오디오 파일 시스템 방송 장비 없다 정보통신분야 감리 없다,전기공학
1903,3,4,4,5,4,5,4,5,4,5,5,7,5,7,5,6,5,7,4,5,3,4,5,7,4,6,5,6,5,6,3,3,2,2,2,2,4,6,3,4,4,5,2,1,2,2,4,6,5,6,4,6,4,5,4,5,3,5,3,4,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,4,4,5,15,2,6,2,1,2,1,6,5,4,4,4,4,4,4,4,4,4,4,5,5,1,5,5,4,3,1,1,1,3,1,1,1,5,3,4,3,20,1,1,1,1,1,2,2,2,5,5,5,4,3,3,1,42,5,1,1,1,4000,0,2800,155501,환경 위해 요소 관련교육 유해 물질 식품 위해 요소 없다 실험 자재 정밀 기기 액체 크로마 그래픽 질량분석기 기기분석사 제약회사 연구원 없다,미생물
